Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
36,train,0.0197,0.9952,0.9952,0.9952,0.9952
36,val,0.2660,0.9453,0.9456,0.9453,0.9451
37,train,0.0173,0.9959,0.9960,0.9959,0.9959
37,val,0.2844,0.9468,0.9483,0.9468,0.9440
38,train,0.0083,0.9993,0.9993,0.9993,0.9993
38,val,0.2777,0.9380,0.9395,0.9380,0.9373
39,train,0.0136,0.9959,0.9960,0.9959,0.9959
39,val,0.2908,0.9409,0.9410,0.9409,0.9404
40,train,0.0212,0.9956,0.9956,0.9956,0.9956
40,val,0.3181,0.9335,0.9362,0.9335,0.9317
41,train,0.0138,0.9974,0.9974,0.9974,0.9974
41,val,0.2347,0.9483,0.9479,0.9483,0.9476
42,train,0.0103,0.9982,0.9982,0.9982,0.9982
42,val,0.2593,0.9483,0.9480,0.9483,0.9476
43,train,0.0081,0.9985,0.9985,0.9985,0.9985
43,val,0.2659,0.9468,0.9466,0.9468,0.9461
44,train,0.0128,0.9978,0.9978,0.9978,0.9978
44,val,0.2981,0.9365,0.9365,0.9365,0.9350
45,train,0.0173,0.9974,0.9974,0.9974,0.9974
45,val,0.2858,0.9409,0.9408,0.9409,0.9400
46,train,0.0151,0.9978,0.9978,0.9978,0.9978
46,val,0.3357,0.9394,0.9412,0.9394,0.9367
47,train,0.0146,0.9974,0.9974,0.9974,0.9974
47,val,0.2958,0.9468,0.9468,0.9468,0.9464
48,train,0.0175,0.9967,0.9967,0.9967,0.9967
48,val,0.3311,0.9483,0.9499,0.9483,0.9452
49,train,0.0143,0.9982,0.9982,0.9982,0.9982
49,val,0.2831,0.9498,0.9495,0.9498,0.9491
50,train,0.0051,0.9993,0.9993,0.9993,0.9993
50,val,0.3562,0.9409,0.9409,0.9409,0.9397
Evaluation Metrics:
Accuracy: 0.9542, Precision: 0.9544, Recall: 0.9542, F1 Score: 0.9538

Evaluation on Test Set:
Evaluation Metrics:
Accuracy: 0.8400, Precision: 0.8702, Recall: 0.8400, F1 Score: 0.8325
Model Summary:
Total params: 64306824
Trainable params: 64,306,824
