Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
25,train,1.2231,0.7081,0.4658,0.4658,0.4654
25,val,0.8513,0.9350,0.9350,0.9350,0.9325
26,train,1.2121,0.7325,0.5769,0.5770,0.5764
26,val,0.8134,0.9321,0.9369,0.9321,0.9318
27,train,1.1791,0.7438,0.5016,0.5013,0.5013
27,val,0.8807,0.9114,0.9402,0.9114,0.9025
28,train,1.2467,0.7069,0.5142,0.5139,0.5136
28,val,0.8141,0.9380,0.9399,0.9380,0.9380
29,train,1.2214,0.7190,0.6026,0.6021,0.6019
29,val,0.8184,0.9335,0.9341,0.9335,0.9334
30,train,1.2247,0.7076,0.4976,0.4976,0.4972
30,val,0.8585,0.9321,0.9345,0.9321,0.9291
31,train,1.2357,0.7248,0.5676,0.5674,0.5673
31,val,0.8177,0.9380,0.9406,0.9380,0.9379
32,train,1.2005,0.7150,0.5306,0.5301,0.5300
32,val,0.7999,0.9380,0.9425,0.9380,0.9378
33,train,1.1713,0.7515,0.4030,0.4030,0.4028
33,val,0.8304,0.9276,0.9290,0.9276,0.9271
34,train,1.2156,0.7291,0.5191,0.5190,0.5187
34,val,0.8071,0.9394,0.9411,0.9394,0.9394
35,train,1.1923,0.7231,0.5262,0.5260,0.5259
35,val,0.8358,0.9335,0.9355,0.9335,0.9295
36,train,1.2064,0.7076,0.5834,0.5833,0.5827
36,val,0.8497,0.9202,0.9294,0.9202,0.9172
37,train,1.1713,0.7047,0.5774,0.5770,0.5770
37,val,0.8031,0.9321,0.9328,0.9321,0.9313
38,train,1.1335,0.7647,0.5141,0.5146,0.5141
38,val,0.8224,0.9394,0.9399,0.9394,0.9393
39,train,1.1860,0.7362,0.5143,0.5142,0.5141
39,val,0.8237,0.9380,0.9388,0.9380,0.9381
40,train,1.1778,0.7333,0.5430,0.5430,0.5428
40,val,0.8237,0.9424,0.9466,0.9424,0.9423
41,train,1.1627,0.7668,0.5436,0.5438,0.5436
41,val,0.8196,0.9350,0.9363,0.9350,0.9348
42,train,1.1893,0.7258,0.5098,0.5109,0.5101
42,val,0.8004,0.9409,0.9415,0.9409,0.9399
43,train,1.1613,0.7609,0.5068,0.5065,0.5065
43,val,0.8240,0.9321,0.9423,0.9321,0.9303
44,train,1.2211,0.7459,0.5224,0.5223,0.5222
44,val,0.8360,0.9439,0.9441,0.9439,0.9434
45,train,1.1662,0.7387,0.4756,0.4754,0.4753
45,val,0.8370,0.9380,0.9396,0.9380,0.9380
46,train,1.1847,0.7228,0.5701,0.5700,0.5698
46,val,0.8397,0.9350,0.9433,0.9350,0.9337
47,train,1.2340,0.7144,0.4647,0.4651,0.4647
47,val,0.8418,0.9321,0.9387,0.9321,0.9316
48,train,1.2036,0.7101,0.4993,0.4987,0.4987
48,val,0.8173,0.9394,0.9423,0.9394,0.9396
49,train,1.1214,0.7768,0.5230,0.5231,0.5230
49,val,0.8026,0.9217,0.9244,0.9217,0.9218
50,train,1.1775,0.7346,0.5129,0.5135,0.5130
50,val,0.8049,0.9365,0.9389,0.9365,0.9363
51,train,1.1269,0.7599,0.4932,0.4924,0.4926
51,val,0.8075,0.9276,0.9296,0.9276,0.9278
52,train,1.1309,0.7646,0.4925,0.4924,0.4923
52,val,0.8148,0.9261,0.9280,0.9261,0.9264
53,train,1.1505,0.7381,0.4526,0.4533,0.4527
53,val,0.8503,0.9143,0.9246,0.9143,0.9086
54,train,1.1699,0.7266,0.5241,0.5238,0.5239
54,val,0.8093,0.9276,0.9291,0.9276,0.9275
55,train,1.2124,0.7074,0.3878,0.3883,0.3879
55,val,0.8377,0.9261,0.9356,0.9261,0.9238
56,train,1.1904,0.7374,0.5397,0.5397,0.5396
56,val,0.8135,0.9291,0.9295,0.9291,0.9286
57,train,1.2049,0.7040,0.4701,0.4703,0.4700
57,val,0.8126,0.9380,0.9387,0.9380,0.9378
Evaluation Metrics:
Accuracy: 0.9380, Precision: 0.9425, Recall: 0.9380, F1 Score: 0.9378

Evaluation on Test Set:
Evaluation Metrics:
Accuracy: 0.8600, Precision: 0.8943, Recall: 0.8600, F1 Score: 0.8577
Model Summary:
Total params: 89222968
Trainable params: 89222968
