Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
50,train,1.1932,0.7309,0.6036,0.6033,0.6032
50,val,0.7994,0.9424,0.9441,0.9424,0.9418
51,train,1.2597,0.6870,0.5461,0.5460,0.5457
51,val,0.7981,0.9453,0.9456,0.9453,0.9450
52,train,1.1961,0.7431,0.5494,0.5497,0.5492
52,val,0.7885,0.9439,0.9443,0.9439,0.9437
53,train,1.1986,0.7446,0.5484,0.5482,0.5480
53,val,0.7924,0.9453,0.9458,0.9453,0.9452
54,train,1.2746,0.6858,0.6044,0.6040,0.6037
54,val,0.7942,0.9453,0.9455,0.9453,0.9449
55,train,1.2199,0.7067,0.5685,0.5689,0.5684
55,val,0.7949,0.9468,0.9477,0.9468,0.9469
56,train,1.2069,0.7311,0.5571,0.5567,0.5568
56,val,0.7955,0.9439,0.9444,0.9439,0.9438
57,train,1.2134,0.7340,0.4926,0.4932,0.4927
57,val,0.7930,0.9439,0.9445,0.9439,0.9438
58,train,1.2319,0.7104,0.5280,0.5279,0.5277
58,val,0.8298,0.9409,0.9517,0.9409,0.9374
59,train,1.2550,0.7216,0.5947,0.5940,0.5939
59,val,0.8079,0.9468,0.9473,0.9468,0.9467
60,train,1.2213,0.7317,0.5765,0.5763,0.5761
60,val,0.8080,0.9498,0.9516,0.9498,0.9494
61,train,1.2408,0.7017,0.5341,0.5342,0.5338
61,val,0.7889,0.9542,0.9544,0.9542,0.9540
62,train,1.1459,0.7764,0.5689,0.5693,0.5690
62,val,0.7968,0.9453,0.9463,0.9453,0.9442
63,train,1.1956,0.7347,0.5443,0.5449,0.5444
63,val,0.8022,0.9483,0.9507,0.9483,0.9478
64,train,1.2005,0.7248,0.5153,0.5153,0.5150
64,val,0.7991,0.9453,0.9462,0.9453,0.9453
65,train,1.1764,0.7495,0.4917,0.4917,0.4916
65,val,0.7854,0.9468,0.9473,0.9468,0.9468
66,train,1.2127,0.7199,0.4565,0.4562,0.4561
66,val,0.8033,0.9439,0.9470,0.9439,0.9429
67,train,1.2148,0.7401,0.6000,0.6003,0.6000
67,val,0.7996,0.9453,0.9470,0.9453,0.9449
68,train,1.2390,0.7018,0.6248,0.6243,0.6242
68,val,0.8127,0.9453,0.9488,0.9453,0.9441
69,train,1.1983,0.7210,0.4901,0.4902,0.4900
69,val,0.8121,0.9439,0.9444,0.9439,0.9438
70,train,1.2271,0.7333,0.3676,0.3676,0.3675
70,val,0.7993,0.9439,0.9455,0.9439,0.9435
71,train,1.1779,0.7425,0.4781,0.4780,0.4779
71,val,0.8093,0.9468,0.9493,0.9468,0.9461
Evaluation Metrics:
Accuracy: 0.9498, Precision: 0.9500, Recall: 0.9498, F1 Score: 0.9495

Evaluation on Test Set:
Evaluation Metrics:
Accuracy: 0.8575, Precision: 0.8831, Recall: 0.8575, F1 Score: 0.8562
Model Summary:
Total params: 49824536
Trainable params: 49824536
