Epoch,Phase,Loss,Accuracy,Precision,Recall,F1-Score
29,val,0.8104,0.9306,0.9325,0.9306,0.9298
30,train,0.6223,0.9974,0.9974,0.9974,0.9974
30,val,0.7856,0.9483,0.9490,0.9483,0.9479
31,train,0.6171,0.9989,0.9989,0.9989,0.9989
31,val,0.7676,0.9542,0.9593,0.9542,0.9527
32,train,0.6233,0.9959,0.9960,0.9959,0.9959
32,val,0.7673,0.9468,0.9470,0.9468,0.9468
33,train,0.6190,0.9967,0.9967,0.9967,0.9967
33,val,0.7654,0.9542,0.9562,0.9542,0.9536
34,train,0.6165,0.9989,0.9989,0.9989,0.9989
34,val,0.7730,0.9527,0.9546,0.9527,0.9522
35,train,0.6187,0.9970,0.9971,0.9970,0.9970
35,val,0.7919,0.9380,0.9388,0.9380,0.9380
36,train,0.6218,0.9963,0.9963,0.9963,0.9963
36,val,0.7863,0.9394,0.9416,0.9394,0.9386
37,train,0.6157,0.9993,0.9993,0.9993,0.9993
37,val,0.7800,0.9380,0.9392,0.9380,0.9374
38,train,0.6144,0.9989,0.9989,0.9989,0.9989
38,val,0.7741,0.9380,0.9392,0.9380,0.9371
39,train,0.6164,0.9982,0.9982,0.9982,0.9982
39,val,0.7873,0.9380,0.9387,0.9380,0.9378
40,train,0.6131,0.9989,0.9989,0.9989,0.9989
40,val,0.7932,0.9380,0.9430,0.9380,0.9355
41,train,0.6116,0.9996,0.9996,0.9996,0.9996
41,val,0.7800,0.9424,0.9432,0.9424,0.9422
42,train,0.6141,0.9982,0.9982,0.9982,0.9982
42,val,0.7804,0.9453,0.9460,0.9453,0.9453
43,train,0.6143,0.9989,0.9989,0.9989,0.9989
43,val,0.7794,0.9498,0.9503,0.9498,0.9493
44,train,0.6171,0.9978,0.9978,0.9978,0.9978
44,val,0.7889,0.9409,0.9428,0.9409,0.9408
45,train,0.6140,0.9989,0.9989,0.9989,0.9989
45,val,0.7578,0.9483,0.9516,0.9483,0.9468
46,train,0.6126,0.9989,0.9989,0.9989,0.9989
46,val,0.7766,0.9409,0.9415,0.9409,0.9408
47,train,0.6131,0.9985,0.9985,0.9985,0.9985
47,val,0.7536,0.9572,0.9603,0.9572,0.9564
48,train,0.6159,0.9963,0.9963,0.9963,0.9963
48,val,0.7459,0.9527,0.9536,0.9527,0.9525
49,train,0.6186,0.9963,0.9963,0.9963,0.9963
49,val,0.7612,0.9527,0.9542,0.9527,0.9526
50,train,0.6139,0.9989,0.9989,0.9989,0.9989
50,val,0.7627,0.9527,0.9537,0.9527,0.9524
51,train,0.6145,0.9985,0.9985,0.9985,0.9985
51,val,0.7581,0.9542,0.9563,0.9542,0.9533
52,train,0.6110,0.9985,0.9985,0.9985,0.9985
52,val,0.7875,0.9439,0.9460,0.9439,0.9433
53,train,0.6127,0.9982,0.9982,0.9982,0.9982
53,val,0.7987,0.9439,0.9484,0.9439,0.9428
54,train,0.6138,0.9974,0.9974,0.9974,0.9974
54,val,0.7887,0.9424,0.9436,0.9424,0.9423
55,train,0.6134,0.9978,0.9978,0.9978,0.9978
55,val,0.7855,0.9439,0.9437,0.9439,0.9435
56,train,0.6138,0.9974,0.9974,0.9974,0.9974
56,val,0.7797,0.9483,0.9504,0.9483,0.9469
57,train,0.6141,0.9985,0.9985,0.9985,0.9985
57,val,0.7971,0.9409,0.9415,0.9409,0.9407
58,train,0.6138,0.9974,0.9974,0.9974,0.9974
58,val,0.7822,0.9513,0.9580,0.9513,0.9492
59,train,0.6139,0.9985,0.9985,0.9985,0.9985
59,val,0.7680,0.9483,0.9487,0.9483,0.9481
60,train,0.6120,0.9985,0.9985,0.9985,0.9985
60,val,0.7744,0.9483,0.9491,0.9483,0.9480
61,train,0.6124,0.9978,0.9978,0.9978,0.9978
61,val,0.7983,0.9424,0.9488,0.9424,0.9402
62,train,0.6116,0.9985,0.9985,0.9985,0.9985
62,val,0.7961,0.9380,0.9391,0.9380,0.9374
63,train,0.6099,0.9996,0.9996,0.9996,0.9996
63,val,0.8180,0.9409,0.9469,0.9409,0.9390
64,train,0.6107,0.9985,0.9985,0.9985,0.9985
64,val,0.8138,0.9394,0.9417,0.9394,0.9386
65,train,0.6099,0.9996,0.9996,0.9996,0.9996
65,val,0.7601,0.9513,0.9514,0.9513,0.9510
66,train,0.6131,0.9978,0.9978,0.9978,0.9978
66,val,0.7729,0.9483,0.9503,0.9483,0.9479
67,train,0.6125,0.9985,0.9985,0.9985,0.9985
67,val,0.7659,0.9513,0.9520,0.9513,0.9508
68,train,0.6107,0.9989,0.9989,0.9989,0.9989
68,val,0.7588,0.9513,0.9521,0.9513,0.9508
69,train,0.6108,0.9989,0.9989,0.9989,0.9989
69,val,0.7569,0.9513,0.9521,0.9513,0.9508
70,train,0.6124,0.9982,0.9982,0.9982,0.9982
70,val,0.7571,0.9542,0.9547,0.9542,0.9535
71,train,0.6156,0.9982,0.9982,0.9982,0.9982
71,val,0.7939,0.9453,0.9463,0.9453,0.9451
72,train,0.6091,0.9989,0.9989,0.9989,0.9989
72,val,0.7611,0.9527,0.9535,0.9527,0.9525
73,train,0.6105,0.9985,0.9985,0.9985,0.9985
73,val,0.7704,0.9513,0.9530,0.9513,0.9505
Evaluation Metrics:
Accuracy: 0.9527, Precision: 0.9536, Recall: 0.9527, F1 Score: 0.9525

Evaluation on Test Set:
Evaluation Metrics:
Accuracy: 0.8100, Precision: 0.8608, Recall: 0.8100, F1 Score: 0.8031
Model Summary:
Total params: 64306824
Trainable params: 64,306,824
